Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
"Not only do they have the best escargot in town,they always try to accomodate our toddler.",escargot,positive,31,39,0,0,0,3,0,2,Joy,Not only do they have the bestalways try to accomodate our toddler.
"Between my guest and I, we sampled at least 80% of the menu, and they were all hits.",menu,positive,55,59,0,0,0,3,0,3,Joy,they were all hits.
The Deco and ambiance was really romantic.,Deco,positive,4,8,0,0,0,2,0,1,Joy,was really romantic.
The Deco and ambiance was really romantic.,ambiance,positive,13,21,0,0,0,2,0,1,Joy,was really romantic.
Just go in and sample the greatest french food west of Daniel.,french food,positive,35,46,0,0,0,2,0,1,Joy,Just go in and sample the greatest
"For someone who used to hate Indian food, Baluchi's has changed my mid.",Indian food,positive,29,40,0,0,0,2,0,3,Surprise,Baluchi's has changed my mid.
"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later.",curry,positive,10,15,0,0,0,2,0,3,Surprise,"I can eat, enjoynot suffer from gastritis from 3 hours later."
"All are GREAT(1) - poori, naan, paratha all FRESH(2).",poori,positive,16,21,0,0,0,3,0,0,Joy,All are GREAT(1)  all FRESH(2).
"All are GREAT(1) - poori, naan, paratha all FRESH(2).",naan,positive,23,27,0,0,0,3,0,0,Joy,All are GREAT(1)all FRESH(2).
"All are GREAT(1) - poori, naan, paratha all FRESH(2).",paratha,positive,29,36,0,0,0,3,0,0,Joy,All are GREAT(1)all FRESH(2).
Try the homemade breads.,homemade breads,positive,8,23,0,0,0,0,0,0,Anger,Try the
"This place has beautiful sushi, and it's delicious CHEAP.",sushi,positive,25,30,0,0,0,2,0,3,Surprise,This place has beautifuldelicious CHEAP.
It also has lots of other Korean dishes that are affordable and just as yummy.,Korean dishes,positive,26,39,0,0,0,2,0,3,Surprise,are affordable and just as yummy.
I went for restaurant week and ordered off the prix fixe menu,prix fixe menu,neutral,47,61,0,0,0,0,0,0,Anger,I went for restaurant week and ordered off the
"Not only was the waiter efficient and courteous, but also extremely helpful.",waiter,positive,17,23,0,0,0,3,0,3,Joy,efficient and courteousextremely helpful.
"This place is classy(1), chic, the service is warm and hospitable(2), and the food is outstanding(3).",place,positive,5,10,0,0,0,3,0,3,Joy,"is classy(1), chicwarm and hospitable(2)outstanding(3)."
"This place is classy(1), chic, the service is warm and hospitable(2), and the food is outstanding(3).",service,positive,32,39,0,0,0,3,0,3,Joy,"is classy(1), chicwarm and hospitable(2)outstanding(3)."
"This place is classy(1), chic, the service is warm and hospitable(2), and the food is outstanding(3).",food,positive,72,76,0,0,0,3,0,3,Joy,"is classy(1), chicwarm and hospitable(2)outstanding(3)."
"Great burgers, grilled cheeses and french fries.",burgers,positive,6,13,0,0,0,3,0,3,Joy,Great
"Great burgers, grilled cheeses and french fries.",grilled cheeses,positive,15,30,0,0,0,3,0,3,Joy,Great
"Great burgers, grilled cheeses and french fries.",french fries,positive,35,47,0,0,0,3,0,3,Joy,Great
The Yellowfin Tuna and Calf's liver are my favorites!,Yellowfin Tuna,positive,4,18,0,0,0,3,0,3,Joy,are my favorites!
The Yellowfin Tuna and Calf's liver are my favorites!,Calf's liver,positive,23,35,0,0,0,3,0,3,Joy,are my favorites!
Sushi so fresh that it crunches in your mouth.,Sushi,positive,0,5,0,0,0,3,0,3,Joy,so fresh that it crunches in your mouth.
But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet.,bill,negative,62,66,2,1,0,0,2,0,Anger,But make sure you have enough room on your credit cardwill leave a big dent in your wallet.
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,steak,neutral,95,100,0,0,0,0,0,0,Anger,
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,choices of sauces,positive,68,85,0,0,0,0,0,0,Anger,
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,sauce cart,neutral,13,23,0,0,0,0,0,0,Anger,
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,table,neutral,35,40,0,0,0,0,0,0,Anger,
"Not only was the sushi fresh, they also served other(1) entrees allowed each guest something to choose from and we all left happy(2) (try the duck!",sushi,positive,17,22,0,0,0,3,0,3,Joy,"fresh, they also served other(1) allowed each guest something to choose from and we all left happy(2)"
"Not only was the sushi fresh, they also served other(1) entrees allowed each guest something to choose from and we all left happy(2) (try the duck!",duck,positive,136,140,0,0,0,0,0,0,Anger,"fresh, they also served other(1)allowed each guest something to choose from and we all left happy(2)"
"Not only was the sushi fresh, they also served other(1) entrees allowed each guest something to choose from and we all left happy(2) (try the duck!",entrees,neutral,53,60,0,0,0,3,0,3,Joy," fresh, they also served other(1)allowed each guest something to choose from and we all left happy(2)"
good(1) variety but nothing surprising.,variety,positive,5,12,0,0,0,3,0,0,Joy,good(1) but nothing surprising.
"After I paid for my purchase, I noticed they had not given me(1) utensils so I could eat(2) my pie.",utensils,neutral,62,70,2,2,1,0,2,0,Anger,I noticed they had not given me(1) so I could eat(2)
"After I paid for my purchase, I noticed they had not given me(1) utensils so I could eat(2) my pie.",pie,neutral,89,92,2,1,2,0,2,0,Anger,I noticed they had not given me(1)so I could eat(2)
Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,thin crust,negative,28,38,0,0,0,0,0,0,Anger,
Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,slices,negative,53,59,0,0,0,0,0,0,Anger,.
"No(1) green beans, no(2) egg, no(3) anchovy dressing, no(4) nicoise olives, no(5) red onion.",green beans,neutral,3,14,2,1,2,0,2,0,Anger,No(1)no(2)no(3)no(4)no(5)
"No(1) green beans, no(2) egg, no(3) anchovy dressing, no(4) nicoise olives, no(5) red onion.",egg,neutral,19,22,2,1,2,0,2,0,Anger,No(1)no(2)no(3)no(4)no(5)
"No(1) green beans, no(2) egg, no(3) anchovy dressing, no(4) nicoise olives, no(5) red onion.",anchovy dressing,neutral,27,43,2,1,2,0,2,0,Anger,No(1)no(2)no(3)no(4)no(5)
"No(1) green beans, no(2) egg, no(3) anchovy dressing, no(4) nicoise olives, no(5) red onion.",nicoise olives,neutral,48,62,2,1,2,0,2,0,Anger,No(1)no(2)no(3)no(4)no(5)
"No(1) green beans, no(2) egg, no(3) anchovy dressing, no(4) nicoise olives, no(5) red onion.",red onion,neutral,67,76,2,1,2,0,2,0,Anger,No(1)no(2)no(3)no(4)no(5)
"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",meal,neutral,8,12,0,0,0,0,0,0,Anger,Build a
"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Amazin' Greens salads,neutral,35,56,0,0,0,0,0,0,Anger,Build a
"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Buffalo Chicken Kickers,neutral,58,81,0,0,0,0,0,0,Anger,Build a
"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",Cinna Stix,neutral,86,96,0,0,0,0,0,0,Anger,Build a
"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",side orders,neutral,18,29,0,0,0,0,0,0,Anger,Build a
"Thick(1) fries, meaty chili and stuffed baked potatoes round out(2) a menu that includes a cool, ultra-thick(3) chocolate Frosty.",fries,neutral,6,11,2,1,0,0,2,0,Anger,"Thick(1) round out(2)includes a cool, ultra-thick(3)"
"Thick(1) fries, meaty chili and stuffed baked potatoes round out(2) a menu that includes a cool, ultra-thick(3) chocolate Frosty.",meaty chili,neutral,13,24,2,1,0,0,2,0,Anger,"Thick(1)round out(2)includes a cool, ultra-thick(3)"
"Thick(1) fries, meaty chili and stuffed baked potatoes round out(2) a menu that includes a cool, ultra-thick(3) chocolate Frosty.",stuffed baked potatoes,neutral,29,51,2,1,0,0,2,0,Anger,"Thick(1)round out(2)includes a cool, ultra-thick(3)"
"Thick(1) fries, meaty chili and stuffed baked potatoes round out(2) a menu that includes a cool, ultra-thick(3) chocolate Frosty.",menu,neutral,64,68,2,1,0,0,2,0,Anger,"Thick(1)round out(2)includes a cool, ultra-thick(3)"
"Thick(1) fries, meaty chili and stuffed baked potatoes round out(2) a menu that includes a cool, ultra-thick(3) chocolate Frosty.",chocolate Frosty,positive,103,119,2,1,0,0,2,0,Anger,"Thick(1)round out(2)includes a cool, ultra-thick(3)"
I always find myself asking(1) the waiter to make something bland and different than what is on the(2) menu.,waiter,neutral,32,38,2,1,0,0,2,0,Anger,I always find myself asking(1) make something bland and different than what is on the(2)
I always find myself asking(1) the waiter to make something bland and different than what is on the(2) menu.,menu,neutral,97,101,2,1,0,0,2,0,Anger,I always find myself asking(1)make something bland and different than what is on the(2)
"Good(1) cake BUT: it was not the best(2) cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3) employees.",cake,negative,35,39,0,0,0,2,0,1,Joy,Good(1)BUT: it was not the best(2) definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3)
"Good(1) cake BUT: it was not the best(2) cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3) employees.",employees,negative,168,177,2,2,2,0,1,0,Anger,Good(1)BUT: it was not the best(2)definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3)
"Good(1) cake BUT: it was not the best(2) cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3) employees.",cake,conflict,5,9,2,2,2,0,1,0,Anger,Good(1)BUT: it was not the best(2)definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked(3)
"The closest that I got was the Cherry Marscapone, but they were out of it that day.",Cherry Marscapone,neutral,31,48,2,1,0,0,2,0,Anger,The closest that I got was but they were out of it that day.
"The homage to India is most evident in the delectable(1) roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour(2).",roti canai appetizer,positive,54,74,0,0,0,3,0,0,Joy,"The homage to India is most evident in the delectable(1)offers a surprisingly sophisticated, fresh take on sweet-and-sour(2)."
"The homage to India is most evident in the delectable(1) roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour(2).",mango chicken,positive,143,156,0,0,0,3,0,0,Joy,"The homage to India is most evident in the delectable(1)offers a surprisingly sophisticated, fresh take on sweet-and-sour(2)."
"The homage to India is most evident in the delectable(1) roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour(2).",fried pancake served with pungent curry dipping sauce,positive,78,131,0,0,0,3,0,0,Joy,"The homage to India is most evident in the delectable(1)offers a surprisingly sophisticated, fresh take on sweet-and-sour(2)."
"It doesn't look like much on the(1) outside, but the minute you walk inside, it's a whole other(2) atmosphere.",outside,negative,33,40,2,2,2,0,1,0,Anger,"It doesn't look like much on the(1)but the minute you walk inside, it's a whole other(2)"
"It doesn't look like much on the(1) outside, but the minute you walk inside, it's a whole other(2) atmosphere.",atmosphere,positive,93,103,0,0,0,2,0,3,Surprise,"It doesn't look like much on the(1)but the minute you walk inside, it's a whole other(2)"
The ground chickpea soup we sampled as a starter tasted somewhat thin.,ground chickpea soup,negative,4,24,2,1,0,0,2,0,Anger,tasted somewhat thin.
The ground chickpea soup we sampled as a starter tasted somewhat thin.,starter,neutral,41,48,2,1,0,0,2,0,Anger,tasted somewhat thin.
"We requested they re-slice(1) the sushi, and it was returned to us in small cheese-like cubes.",sushi,negative,31,36,2,1,0,0,2,0,Anger,We requested they re-slice(1) returned to us in small cheese-like cubes.
"The service, however, is a peg or two below(1) the quality of food (horrible(2) bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes(3) from the staff) getting loaded for an AC/DC concert or a Knicks game.",service,negative,4,11,2,1,0,0,2,0,Anger,"is a peg or two below(1)(horrible(2)for the most part, are rowdy, loud-mouthed commutersthis could explain the bad attitudes(3)"
"The service, however, is a peg or two below(1) the quality of food (horrible(2) bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes(3) from the staff) getting loaded for an AC/DC concert or a Knicks game.",quality of food,positive,48,63,2,1,0,0,2,0,Anger,"is a peg or two below(1)(horrible(2)for the most part, are rowdy, loud-mouthed commutersthis could explain the bad attitudes(3)"
"The service, however, is a peg or two below(1) the quality of food (horrible(2) bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes(3) from the staff) getting loaded for an AC/DC concert or a Knicks game.",bartenders,negative,74,84,2,1,0,0,2,0,Anger,"is a peg or two below(1)(horrible(2)for the most part, are rowdy, loud-mouthed commutersthis could explain the bad attitudes(3)"
"The service, however, is a peg or two below(1) the quality of food (horrible(2) bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes(3) from the staff) getting loaded for an AC/DC concert or a Knicks game.",clientele,negative,95,104,2,1,0,0,2,0,Anger,"is a peg or two below(1)(horrible(2)for the most part, are rowdy, loud-mouthed commutersthis could explain the bad attitudes(3)"
